38,1,88,03,19,0,14,00,1,06,8,5,/,01,1,1,1,1,24,08,/////,c-d-e          ,kA kE
28,1,88,03,19,2,14,20,2,02,8,3,5,01,0,1,1, ,06,07,/////,c-d-e          ,
38,1,88,03,19,0,14,30,1,03,8,5,/,03,1,1,1,1,24,08,/////,               ,kA kE
29,1,88,03,19,1,14,45,1,01,2,1,8,03,2,1,2, ,  ,04,/////,               ,
34,1,88,03,19,2,15,10,1,02,7,7,1,03,1,1,1,1,11,03,/////,               ,
04,1,88,03,19,0,15,18,1,06,5,3,0,01,1,4,1,1,21,08,/////,d              ,
04,1,88,03,19,0,15,18,1,06,5,3,0,05,2,1,1,1,21,08,/////,               ,
04,1,88,03,19,0,15,26,1,02,6,3,0,11,1,1,1,1,21,08,/////,               ,U
29,1,88,03,19,1,15,30,1,03,4,1,0,11,2,1,1, ,  ,04,/////,               ,UH 15.35-15.55
04,1,88,03,19,0,15,37,1,02,6,3,0,02,3,1,1,1,22,08,/////,               ,
04,1,88,03,19,0,15,38,1,02,6,3,0,03,1,0,1,1,22,08,/////,               ,
07,1,88,03,19,1,16,03,2,01,8,3,7,01,1,4,1,1,07,07,/////,b-c-d-e-f      ,kE
07,1,88,03,19,1,16,03,2,01,8,3,7,05,1,4,1,1,07,07,/////,               ,kE
27,1,88,03,19,0,16,05,1,//,6,4,8,02,1,1,1,1,//,08,/////,               ,
07,1,88,03,19,1,16,06,2,00,8,3,7,02,1,1,1,1,07,07,/////,               ,kE
15,1,88,03,19,2,16,25,1,05,3,1,1,01,1,1,1, ,  ,08,/////,b-c-d-e-f      ,
15,1,88,03,19,2,16,25,1,02,3,1,1,04,0,3,/, ,  ,08,/////,               , 
15,1,88,03,19,2,16,25,1,05,3,1,1,05,1,1,1, ,  ,08,/////,               ,
25,1,88,03,19,0,16,30,1,05,6,5,0,05,1,1,1, ,  ,08,/////,               ,
30,1,88,03,19,0,16,30,2,04,8,3,0,02,1,1,2, ,  ,08,/////,               ,
30,1,88,03,19,0,16,30,2,04,8,3,0,03,1,1,2, ,  ,08,/////,               ,
26,1,88,03,19,0,16,50,1,02,8,5,0,02,1,1,2,1,  ,08,/////,               ,
